edad,clase_trabajadora,nivel_educativo,anos_educacion,estado_civil,ocupacion,relacion_familiar,raza,sexo,horas_semana,pais_origen,ingresos
47,Gobierno federal,Grado universitario,13,Casado/a,Administración,Hijo/a,Blanco/a,Hombre,40,Estados Unidos,>50K
27,Privada,FP Medio,11,Divorciado/a,Otros servicios,Esposo/a,Blanco/a,Mujer,30,Estados Unidos,<=50K
43,Autónomo no inc.,Algo de universidad,10,Casado/a,Ventas,Cónyuge,Blanco/a,Hombre,34,Estados Unidos,<=50K
29,Privada,Secundaria,9,Soltero/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,50,Estados Unidos,<=50K
43,Privada,Bachillerato,13,Viudo/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,55,Estados Unidos,<=50K
20,Gobierno federal,Algo de universidad,10,Casado/a,Ventas,Sin familia,Blanco/a,Hombre,65,Estados Unidos,<=50K
56,Privada,Algo de universidad,10,Divorciado/a,Agricultura,Hijo/a,Negro/a,Hombre,31,Estados Unidos,<=50K
40,Privada,FP Medio,11,Soltero/a,Seguridad,Hijo/a,Blanco/a,Hombre,36,Estados Unidos,<=50K
32,Privada,Bachillerato,13,Casado/a,Construcción/Reparación,Hijo/a,Blanco/a,Hombre,41,Estados Unidos,<=50K
41,Privada,Secundaria,9,Soltero/a,Construcción/Reparación,Sin familia,Blanco/a,Hombre,24,Estados Unidos,<=50K
18,Privada,Bachillerato,13,Soltero/a,Otros servicios,Cónyuge,Blanco/a,Hombre,51,Estados Unidos,<=50K
19,Privada,Bachillerato,13,Casado/a,Agricultura,Hijo/a,Blanco/a,Mujer,48,México,<=50K
38,Gobierno local,Grado universitario,13,Casado/a,Otros servicios,Sin familia,Negro/a,Hombre,23,Estados Unidos,>50K
35,Privada,Bachillerato,13,Casado/a,Construcción/Reparación,Soltero/a,Blanco/a,Hombre,51,Estados Unidos,<=50K
37,Autónomo no inc.,FP Superior,12,Soltero/a,Otros servicios,Cónyuge,Negro/a,Mujer,24,Estados Unidos,<=50K
40,Autónomo no inc.,Grado universitario,13,Casado/a,Administración,Sin familia,Blanco/a,Mujer,38,Estados Unidos,>50K
33,Autónomo inc.,Secundaria,9,Divorciado/a,Construcción/Reparación,Sin familia,Blanco/a,Mujer,46,Estados Unidos,<=50K
51,Privada,FP Superior,12,Casado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,52,Estados Unidos,<=50K
32,Privada,Primaria incompleta,2,Soltero/a,Ejecutivo/Directivo,Hijo/a,Blanco/a,Hombre,42,Estados Unidos,<=50K
28,Gobierno local,Secundaria,9,Casado/a,Administración,Sin familia,Blanco/a,Mujer,48,Estados Unidos,<=50K
43,Privada,Bachillerato,13,Soltero/a,Seguridad,Soltero/a,Blanco/a,Hombre,34,Estados Unidos,>50K
30,Privada,Secundaria,9,Soltero/a,Administración,Cónyuge,Blanco/a,Hombre,31,Estados Unidos,<=50K
53,Privada,Máster,14,Soltero/a,Seguridad,Cónyuge,Blanco/a,Hombre,64,Estados Unidos,>50K
35,Privada,Bachillerato,13,Divorciado/a,Construcción/Reparación,Hijo/a,Blanco/a,Mujer,39,Estados Unidos,>50K
54,Gobierno local,Bachillerato,13,Divorciado/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,36,Estados Unidos,>50K
42,Gobierno local,Algo de universidad,10,Soltero/a,Construcción/Reparación,Hijo/a,Blanco/a,Hombre,43,Estados Unidos,<=50K
17,Privada,Secundaria,9,Casado/a,Operador maquinaria,Cónyuge,Blanco/a,Mujer,35,Estados Unidos,>50K
20,Gobierno autonómico,Secundaria,9,Casado/a,Administración,Esposo/a,Blanco/a,Hombre,26,Estados Unidos,<=50K
54,Privada,Bachillerato,13,Soltero/a,Ejecutivo/Directivo,Hijo/a,Blanco/a,Mujer,63,Estados Unidos,<=50K
44,Privada,Bachillerato,13,Divorciado/a,Ejecutivo/Directivo,Soltero/a,Blanco/a,Mujer,49,Estados Unidos,<=50K
26,Privada,Algo de universidad,10,Soltero/a,Técnico especializado,Esposo/a,Blanco/a,Hombre,44,Estados Unidos,<=50K
17,Privada,Bachillerato,13,Viudo/a,Técnico especializado,Sin familia,Blanco/a,Mujer,43,Canadá,<=50K
17,Privada,Bachillerato,13,Casado/a,Ejecutivo/Directivo,Sin familia,Blanco/a,Hombre,74,Estados Unidos,<=50K
17,Privada,Bachillerato,13,Casado/a,Otros servicios,Hijo/a,Negro/a,Hombre,43,Estados Unidos,<=50K
74,Privada,Secundaria,9,Divorciado/a,Otros servicios,Soltero/a,Blanco/a,Mujer,11,Estados Unidos,<=50K
21,Autónomo no inc.,Doctorado,16,Separado/a,Ejecutivo/Directivo,Esposo/a,Blanco/a,Hombre,42,Estados Unidos,<=50K
37,Privada,Secundaria,9,Divorciado/a,Ejecutivo/Directivo,Esposo/a,Blanco/a,Hombre,54,Estados Unidos,<=50K
25,Privada,Secundaria,9,Casado/a,Ventas,Cónyuge,Blanco/a,Hombre,43,Estados Unidos,<=50K
61,Privada,Bachillerato,13,Viudo/a,Construcción/Reparación,Hijo/a,Blanco/a,Mujer,47,Estados Unidos,<=50K
17,Privada,Algo de universidad,10,Soltero/a,Otros servicios,Cónyuge,Blanco/a,Mujer,43,Estados Unidos,<=50K
17,Privada,Secundaria,9,Viudo/a,Ejecutivo/Directivo,Sin familia,Blanco/a,Hombre,25,Estados Unidos,<=50K
37,Privada,Algo de universidad,10,Casado/a,Técnico especializado,Sin familia,Blanco/a,Hombre,55,Estados Unidos,<=50K
26,Privada,Bachillerato,13,Casado/a,Otros servicios,Sin familia,Blanco/a,Hombre,10,Estados Unidos,<=50K
35,Privada,Algo de universidad,10,Casado/a,Otros servicios,Cónyuge,Blanco/a,Hombre,42,Estados Unidos,<=50K
44,Privada,Secundaria,9,Casado/a,Ventas,Hijo/a,Blanco/a,Hombre,61,Estados Unidos,<=50K
19,Privada,Secundaria,9,Casado/a,Agricultura,Cónyuge,Blanco/a,Mujer,34,Estados Unidos,<=50K
53,Privada,Grado universitario,13,Casado/a,Transporte,Hijo/a,Blanco/a,Mujer,58,Estados Unidos,>50K
17,Privada,Secundaria,9,Divorciado/a,Administración,Sin familia,Blanco/a,Hombre,31,El Salvador,<=50K
36,Privada,Algo de universidad,10,Divorciado/a,Transporte,Cónyuge,Blanco/a,Hombre,41,Estados Unidos,<=50K
44,Autónomo inc.,Bachillerato,13,Casado/a,Ventas,Soltero/a,Blanco/a,Hombre,63,Estados Unidos,<=50K
41,Autónomo inc.,Algo de universidad,10,Casado/a,Operador maquinaria,Cónyuge,Blanco/a,Hombre,29,Estados Unidos,<=50K
27,Privada,Secundaria,9,Divorciado/a,Otros servicios,Cónyuge,Blanco/a,Hombre,55,Estados Unidos,<=50K
54,Privada,Grado universitario,13,Casado/a,Administración,Cónyuge,Blanco/a,Hombre,40,Estados Unidos,<=50K
47,Privada,Máster,14,Casado/a,Otros servicios,Hijo/a,Blanco/a,Hombre,33,Estados Unidos,>50K
80,Autónomo inc.,Grado universitario,13,Soltero/a,Técnico especializado,Sin familia,Blanco/a,Hombre,50,Estados Unidos,<=50K
36,Privada,Bachillerato,13,Soltero/a,Técnico especializado,Cónyuge,Blanco/a,Mujer,35,Estados Unidos,<=50K
51,Privada,Bachillerato,13,Casado/a,Ventas,Sin familia,Blanco/a,Mujer,54,Estados Unidos,<=50K
44,Gobierno local,Bachillerato,13,Viudo/a,Ejecutivo/Directivo,Cónyuge,Otro,Hombre,49,Estados Unidos,>50K
41,Gobierno local,Algo de universidad,10,Soltero/a,Ejecutivo/Directivo,Sin familia,Blanco/a,Hombre,25,Estados Unidos,>50K
19,Privada,Algo de universidad,10,Soltero/a,Servicios domésticos,Hijo/a,Negro/a,Hombre,33,Estados Unidos,<=50K
39,Privada,FP Superior,12,Casado/a,Agricultura,Sin familia,Blanco/a,Hombre,63,Estados Unidos,<=50K
36,Privada,Bachillerato,13,Casado/a,Administración,Cónyuge,Blanco/a,Hombre,36,Estados Unidos,>50K
39,Privada,Algo de universidad,10,Divorciado/a,Técnico especializado,Cónyuge,Blanco/a,Hombre,63,Estados Unidos,<=50K
48,Privada,Secundaria,9,Soltero/a,Técnico especializado,Sin familia,Blanco/a,Mujer,51,Estados Unidos,<=50K
49,Privada,FP Superior,12,Casado/a,Operador maquinaria,Sin familia,Negro/a,Hombre,23,Estados Unidos,<=50K
57,Gobierno autonómico,Bachillerato,13,Casado/a,Seguridad,Hijo/a,Blanco/a,Hombre,45,Estados Unidos,<=50K
47,Privada,Algo de universidad,10,Soltero/a,Técnico especializado,Esposo/a,Blanco/a,Hombre,49,Estados Unidos,<=50K
27,Privada,Algo de universidad,10,Casado/a,Fuerzas armadas,Sin familia,Blanco/a,Mujer,60,Estados Unidos,<=50K
38,Autónomo no inc.,Secundaria,9,Soltero/a,Técnico especializado,Cónyuge,Blanco/a,Hombre,34,Estados Unidos,<=50K
36,Gobierno autonómico,Secundaria,9,Separado/a,Técnico especializado,Sin familia,Negro/a,Hombre,49,Estados Unidos,<=50K
47,Privada,Secundaria,9,Casado/a,Técnico especializado,Otro familiar,Blanco/a,Hombre,38,Estados Unidos,>50K
46,Privada,Secundaria,9,Casado/a,Otros servicios,Cónyuge,Blanco/a,Mujer,26,Estados Unidos,<=50K
26,Privada,Algo de universidad,10,Soltero/a,Técnico especializado,Hijo/a,Blanco/a,Hombre,52,Estados Unidos,<=50K
44,Privada,Secundaria,9,Soltero/a,Otros servicios,Sin familia,Blanco/a,Hombre,25,Estados Unidos,<=50K
38,Privada,Algo de universidad,10,Casado/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,61,Estados Unidos,<=50K
17,Privada,FP Superior,12,Casado/a,Seguridad,Hijo/a,Blanco/a,Mujer,53,México,>50K
55,Privada,Secundaria,9,Soltero/a,Otros servicios,Cónyuge,Negro/a,Hombre,66,Estados Unidos,<=50K
28,Privada,Grado universitario,13,Soltero/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,35,Estados Unidos,<=50K
18,Privada,Algo de universidad,10,Separado/a,Agricultura,Sin familia,Blanco/a,Hombre,35,Estados Unidos,<=50K
33,Gobierno federal,Máster,14,Casado/a,Ventas,Cónyuge,Blanco/a,Hombre,60,Estados Unidos,>50K
67,Privada,Secundaria,9,Soltero/a,Ventas,Hijo/a,Blanco/a,Hombre,28,Estados Unidos,<=50K
52,Privada,Bachillerato,13,Casado/a,Construcción/Reparación,Sin familia,Blanco/a,Mujer,44,Estados Unidos,<=50K
17,Privada,Bachillerato,13,Casado/a,Técnico especializado,Cónyuge,Blanco/a,Hombre,21,Estados Unidos,<=50K
21,Privada,Grado universitario,13,Casado/a,Seguridad,Esposo/a,Blanco/a,Hombre,23,Estados Unidos,<=50K
58,Privada,Bachillerato,13,Casado/a,Ventas,Esposo/a,Blanco/a,Hombre,25,Estados Unidos,<=50K
17,Privada,Bachillerato,13,Divorciado/a,Operador maquinaria,Hijo/a,Blanco/a,Hombre,28,Estados Unidos,<=50K
17,Gobierno local,Secundaria,9,Casado/a,Construcción/Reparación,Sin familia,Blanco/a,Mujer,39,Guatemala,<=50K
32,Privada,FP Superior,12,Casado/a,Ventas,Cónyuge,Blanco/a,Hombre,55,Estados Unidos,<=50K
60,Privada,Algo de universidad,10,Casado/a,Seguridad,Cónyuge,Blanco/a,Mujer,27,Estados Unidos,<=50K
43,Autónomo no inc.,Secundaria,9,Casado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Mujer,35,Estados Unidos,<=50K
17,Privada,FP Medio,11,Casado/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,35,Estados Unidos,<=50K
39,Privada,FP Medio,11,Divorciado/a,Otros servicios,Otro familiar,Blanco/a,Mujer,32,Estados Unidos,<=50K
27,Privada,Secundaria,9,Casado/a,Construcción/Reparación,Cónyuge,Blanco/a,Mujer,35,Estados Unidos,<=50K
24,Gobierno local,Secundaria,9,Casado/a,Agricultura,Sin familia,Blanco/a,Mujer,45,Estados Unidos,<=50K
46,Privada,Secundaria,9,Soltero/a,Operador maquinaria,Hijo/a,Blanco/a,Hombre,27,Estados Unidos,<=50K
28,Privada,Bachillerato,13,Casado/a,Ejecutivo/Directivo,Hijo/a,Negro/a,Hombre,29,Estados Unidos,<=50K
29,Gobierno local,Secundaria,9,Casado/a,Operador maquinaria,Cónyuge,Blanco/a,Mujer,43,Estados Unidos,<=50K
64,Privada,Secundaria,9,Soltero/a,Administración,Sin familia,Blanco/a,Mujer,30,Estados Unidos,<=50K
43,Privada,Algo de universidad,10,Casado/a,Transporte,Cónyuge,Blanco/a,Hombre,45,Estados Unidos,<=50K
21,Privada,Grado universitario,13,Casado/a,Construcción/Reparación,Otro familiar,Blanco/a,Hombre,48,Italia,>50K
32,Privada,Grado universitario,13,Casado/a,Transporte,Cónyuge,Blanco/a,Mujer,61,Estados Unidos,>50K
50,Privada,Algo de universidad,10,Casado/a,Administración,Hijo/a,Blanco/a,Mujer,47,Estados Unidos,<=50K
37,Privada,Secundaria,9,Divorciado/a,Administración,Hijo/a,Blanco/a,Mujer,35,Estados Unidos,<=50K
46,Privada,Algo de universidad,10,Divorciado/a,Construcción/Reparación,Cónyuge,Blanco/a,Mujer,22,Estados Unidos,<=50K
43,Autónomo no inc.,Bachillerato,13,Soltero/a,Transporte,Hijo/a,Blanco/a,Mujer,41,Jamaica,<=50K
34,Privada,Grado universitario,13,Viudo/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,23,Estados Unidos,>50K
60,Autónomo no inc.,Secundaria,9,Casado/a,Servicios domésticos,Sin familia,Blanco/a,Hombre,39,Estados Unidos,<=50K
29,Privada,Algo de universidad,10,Soltero/a,Técnico especializado,Sin familia,Blanco/a,Mujer,33,Estados Unidos,<=50K
47,Privada,Máster,14,Casado/a,Otros servicios,Cónyuge,Blanco/a,Hombre,31,El Salvador,>50K
29,Privada,Secundaria,9,Casado/a,Seguridad,Cónyuge,Blanco/a,Hombre,35,México,<=50K
40,Autónomo inc.,Bachillerato,13,Separado/a,Operador maquinaria,Cónyuge,Blanco/a,Hombre,20,Estados Unidos,>50K
35,Privada,Secundaria,9,Casado/a,Técnico especializado,Sin familia,Blanco/a,Hombre,27,Estados Unidos,<=50K
37,Privada,Secundaria,9,Casado/a,Ejecutivo/Directivo,Sin familia,Blanco/a,Mujer,56,Estados Unidos,<=50K
32,Gobierno local,Secundaria,9,Casado/a,Transporte,Cónyuge,Blanco/a,Hombre,32,Estados Unidos,<=50K
52,Privada,Secundaria,9,Casado/a,Ejecutivo/Directivo,Cónyuge,Negro/a,Hombre,25,Estados Unidos,<=50K
30,Privada,Algo de universidad,10,Casado/a,Ejecutivo/Directivo,Sin familia,Blanco/a,Hombre,35,Estados Unidos,<=50K
75,Privada,Algo de universidad,10,Soltero/a,Transporte,Cónyuge,Blanco/a,Hombre,43,Estados Unidos,<=50K
17,Privada,Secundaria,9,Divorciado/a,Ejecutivo/Directivo,Hijo/a,Blanco/a,Hombre,49,Estados Unidos,<=50K
61,Autónomo no inc.,Secundaria,9,Casado/a,Otros servicios,Sin familia,Blanco/a,Hombre,45,Estados Unidos,<=50K
23,Privada,FP Medio,11,Soltero/a,Agricultura,Soltero/a,Blanco/a,Hombre,47,Estados Unidos,<=50K
32,Gobierno autonómico,Secundaria,9,Soltero/a,Técnico especializado,Cónyuge,Blanco/a,Hombre,47,Estados Unidos,<=50K
54,Privada,Algo de universidad,10,Casado/a,Técnico especializado,Sin familia,Blanco/a,Mujer,21,Estados Unidos,<=50K
17,Privada,Algo de universidad,10,Viudo/a,Transporte,Cónyuge,Blanco/a,Hombre,23,Estados Unidos,<=50K
44,Privada,Bachillerato,13,Casado/a,Operador maquinaria,Otro familiar,Blanco/a,Hombre,40,Estados Unidos,<=50K
44,Privada,Grado universitario,13,Casado/a,Técnico especializado,Cónyuge,Blanco/a,Hombre,46,Estados Unidos,<=50K
17,Privada,Bachillerato,13,Soltero/a,Construcción/Reparación,Cónyuge,Negro/a,Hombre,54,Estados Unidos,<=50K
23,Privada,Algo de universidad,10,Casado/a,Técnico especializado,Otro familiar,Blanco/a,Mujer,39,Estados Unidos,<=50K
59,Privada,Grado universitario,13,Casado/a,Operador maquinaria,Hijo/a,Negro/a,Mujer,37,Estados Unidos,<=50K
45,Privada,Algo de universidad,10,Divorciado/a,Servicios domésticos,Sin familia,Blanco/a,Hombre,46,Estados Unidos,<=50K
51,Privada,Grado universitario,13,Divorciado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,45,Estados Unidos,>50K
42,Privada,Algo de universidad,10,Casado/a,Ventas,Sin familia,Blanco/a,Hombre,35,Estados Unidos,<=50K
17,Autónomo no inc.,Secundaria,9,Casado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,25,Estados Unidos,<=50K
44,Gobierno federal,Algo de universidad,10,Divorciado/a,Servicios domésticos,Cónyuge,Blanco/a,Hombre,28,Estados Unidos,<=50K
49,Privada,Secundaria,9,Casado/a,Transporte,Soltero/a,Blanco/a,Hombre,48,Filipinas,<=50K
17,Privada,Bachillerato,13,Casado/a,Administración,Cónyuge,Blanco/a,Hombre,62,Vietnam,<=50K
23,Privada,Grado universitario,13,Divorciado/a,Operador maquinaria,Cónyuge,Blanco/a,Hombre,38,Estados Unidos,<=50K
28,Gobierno autonómico,Algo de universidad,10,Casado/a,Ejecutivo/Directivo,Sin familia,Blanco/a,Hombre,35,Estados Unidos,<=50K
33,Privada,Secundaria,9,Casado/a,Construcción/Reparación,Cónyuge,Blanco/a,Mujer,20,Estados Unidos,<=50K
46,Gobierno federal,Bachillerato,13,Soltero/a,Otros servicios,Cónyuge,Blanco/a,Hombre,61,Estados Unidos,<=50K
42,Privada,Máster,14,Casado/a,Servicios domésticos,Esposo/a,Blanco/a,Mujer,28,Estados Unidos,<=50K
32,Privada,Algo de universidad,10,Casado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Mujer,20,Estados Unidos,<=50K
31,Privada,Secundaria,9,Separado/a,Técnico especializado,Cónyuge,Negro/a,Mujer,42,Filipinas,<=50K
34,Privada,Algo de universidad,10,Casado/a,Operador maquinaria,Cónyuge,Blanco/a,Mujer,42,Alemania,<=50K
21,Privada,Secundaria,9,Casado/a,Construcción/Reparación,Soltero/a,Blanco/a,Hombre,42,Estados Unidos,<=50K
48,Privada,Algo de universidad,10,Soltero/a,Otros servicios,Sin familia,Blanco/a,Hombre,42,Estados Unidos,<=50K
36,Gobierno federal,Secundaria,9,Casado/a,Ejecutivo/Directivo,Hijo/a,Blanco/a,Mujer,49,Estados Unidos,<=50K
46,Privada,FP Medio,11,Casado/a,Ventas,Sin familia,Blanco/a,Hombre,52,Estados Unidos,<=50K
37,Gobierno local,Secundaria,9,Soltero/a,Operador maquinaria,Sin familia,Blanco/a,Hombre,52,Estados Unidos,<=50K
20,Privada,FP Medio,11,Casado/a,Otros servicios,Hijo/a,Blanco/a,Mujer,21,Estados Unidos,<=50K
56,Autónomo inc.,Algo de universidad,10,Soltero/a,Otros servicios,Esposo/a,Blanco/a,Hombre,45,Estados Unidos,<=50K
36,Privada,Secundaria,9,Casado/a,Construcción/Reparación,Cónyuge,Negro/a,Mujer,51,Estados Unidos,<=50K
31,Privada,Algo de universidad,10,Soltero/a,Agricultura,Cónyuge,Blanco/a,Mujer,27,Estados Unidos,<=50K
39,Privada,Grado universitario,13,Casado/a,Administración,Esposo/a,Blanco/a,Mujer,59,Estados Unidos,<=50K
41,Privada,Secundaria,9,Soltero/a,Transporte,Cónyuge,Blanco/a,Hombre,14,Estados Unidos,<=50K
47,Gobierno local,Secundaria,9,Soltero/a,Fuerzas armadas,Cónyuge,Blanco/a,Mujer,24,Canadá,<=50K
38,Gobierno federal,Bachillerato,13,Soltero/a,Construcción/Reparación,Esposo/a,Blanco/a,Mujer,23,Estados Unidos,<=50K
17,Autónomo inc.,Grado universitario,13,Casado/a,Ventas,Sin familia,Blanco/a,Mujer,31,Estados Unidos,<=50K
41,Privada,Secundaria,9,Casado/a,Otros servicios,Cónyuge,Blanco/a,Hombre,19,Estados Unidos,<=50K
17,Privada,Secundaria,9,Casado/a,Ejecutivo/Directivo,Esposo/a,Blanco/a,Hombre,54,Estados Unidos,<=50K
76,Privada,Grado universitario,13,Casado/a,Ejecutivo/Directivo,Otro familiar,Negro/a,Hombre,38,Estados Unidos,>50K
26,Privada,Secundaria,9,Casado/a,Técnico especializado,Sin familia,Blanco/a,Hombre,34,Estados Unidos,<=50K
17,Privada,Algo de universidad,10,Casado/a,Administración,Sin familia,Blanco/a,Hombre,49,Estados Unidos,<=50K
43,Privada,Secundaria,9,Divorciado/a,Seguridad,Otro familiar,Blanco/a,Hombre,41,Estados Unidos,<=50K
60,Privada,Bachillerato,13,Soltero/a,Operador maquinaria,Cónyuge,Blanco/a,Hombre,40,Estados Unidos,<=50K
39,Privada,FP Superior,12,Divorciado/a,Construcción/Reparación,Sin familia,Blanco/a,Mujer,54,Estados Unidos,<=50K
29,Privada,Algo de universidad,10,Casado/a,Ejecutivo/Directivo,Sin familia,Blanco/a,Mujer,58,Estados Unidos,<=50K
37,Privada,Bachillerato,13,Divorciado/a,Ventas,Hijo/a,Blanco/a,Hombre,42,Estados Unidos,<=50K
22,Privada,Bachillerato,13,Casado/a,Ventas,Cónyuge,Blanco/a,Hombre,40,Estados Unidos,<=50K
32,Privada,Algo de universidad,10,Divorciado/a,Técnico especializado,Sin familia,Blanco/a,Mujer,46,Estados Unidos,>50K
45,Privada,Secundaria,9,Casado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,47,Estados Unidos,<=50K
47,Privada,Bachillerato,13,Soltero/a,Construcción/Reparación,Sin familia,Blanco/a,Mujer,31,Estados Unidos,<=50K
32,Privada,FP Medio,11,Casado/a,Ejecutivo/Directivo,Sin familia,Blanco/a,Hombre,42,Estados Unidos,<=50K
23,Privada,Grado universitario,13,Casado/a,Administración,Soltero/a,Blanco/a,Hombre,40,Estados Unidos,<=50K
34,Privada,Grado universitario,13,Casado/a,Otros servicios,Sin familia,Blanco/a,Hombre,36,Estados Unidos,>50K
29,Sin empleo remunerado,Bachillerato,13,Casado/a,Agricultura,Cónyuge,Blanco/a,Hombre,37,Estados Unidos,<=50K
27,Privada,Grado universitario,13,Divorciado/a,Seguridad,Cónyuge,Blanco/a,Hombre,24,Estados Unidos,<=50K
39,Gobierno federal,Algo de universidad,10,Soltero/a,Técnico especializado,Sin familia,Negro/a,Mujer,32,Estados Unidos,<=50K
31,Privada,Secundaria,9,Casado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,39,Estados Unidos,<=50K
41,Privada,Bachillerato,13,Soltero/a,Administración,Sin familia,Blanco/a,Hombre,43,Estados Unidos,<=50K
43,Privada,FP Medio,11,Casado/a,Técnico especializado,Cónyuge,Blanco/a,Mujer,29,Estados Unidos,<=50K
31,Privada,Grado universitario,13,Soltero/a,Otros servicios,Sin familia,Blanco/a,Hombre,39,Estados Unidos,<=50K
34,Privada,Algo de universidad,10,Divorciado/a,Técnico especializado,Soltero/a,Blanco/a,Hombre,39,México,<=50K
45,Privada,Secundaria,9,Soltero/a,Ventas,Soltero/a,Blanco/a,Mujer,57,Estados Unidos,<=50K
67,Autónomo inc.,Secundaria,9,Divorciado/a,Ventas,Cónyuge,Blanco/a,Mujer,7,Estados Unidos,<=50K
59,Privada,Bachillerato,13,Viudo/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,59,Estados Unidos,<=50K
28,Gobierno local,Secundaria,9,Casado/a,Administración,Cónyuge,Negro/a,Hombre,42,México,<=50K
42,Gobierno local,Algo de universidad,10,Divorciado/a,Construcción/Reparación,Otro familiar,Blanco/a,Hombre,45,Estados Unidos,<=50K
52,Gobierno federal,Secundaria,9,Soltero/a,Ejecutivo/Directivo,Hijo/a,Blanco/a,Hombre,23,Estados Unidos,<=50K
50,Autónomo no inc.,Secundaria,9,Casado/a,Técnico especializado,Sin familia,Blanco/a,Hombre,60,Estados Unidos,<=50K
17,Autónomo no inc.,Secundaria,9,Casado/a,Operador maquinaria,Sin familia,Blanco/a,Hombre,47,Estados Unidos,<=50K
25,Gobierno local,Grado universitario,13,Divorciado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,57,Estados Unidos,<=50K
21,Gobierno autonómico,Bachillerato,13,Separado/a,Agricultura,Hijo/a,Blanco/a,Hombre,40,Estados Unidos,<=50K
21,Privada,Secundaria,9,Divorciado/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,27,Estados Unidos,<=50K
21,Gobierno local,Secundaria,9,Casado/a,Ventas,Cónyuge,Blanco/a,Hombre,50,Estados Unidos,>50K
17,Privada,Algo de universidad,10,Soltero/a,Administración,Sin familia,Blanco/a,Mujer,28,Estados Unidos,<=50K
31,Privada,Máster,14,Casado/a,Administración,Cónyuge,Blanco/a,Mujer,35,Estados Unidos,<=50K
55,Privada,Bachillerato,13,Casado/a,Ventas,Soltero/a,Negro/a,Mujer,40,Estados Unidos,<=50K
43,Privada,Secundaria,9,Divorciado/a,Ejecutivo/Directivo,Hijo/a,Blanco/a,Hombre,46,Estados Unidos,<=50K
31,Privada,Algo de universidad,10,Soltero/a,Operador maquinaria,Sin familia,Blanco/a,Mujer,58,Estados Unidos,<=50K
17,Autónomo no inc.,Algo de universidad,10,Casado/a,Construcción/Reparación,Soltero/a,Blanco/a,Hombre,35,Estados Unidos,<=50K
37,Privada,Secundaria,9,Soltero/a,Construcción/Reparación,Cónyuge,Negro/a,Hombre,30,Estados Unidos,<=50K
29,Privada,Bachillerato,13,Casado/a,Ejecutivo/Directivo,Otro familiar,Blanco/a,Hombre,52,Estados Unidos,<=50K
70,Privada,Algo de universidad,10,Divorciado/a,Ventas,Soltero/a,Negro/a,Mujer,60,Estados Unidos,<=50K
65,Gobierno local,Secundaria,9,Separado/a,Administración,Sin familia,Blanco/a,Mujer,34,Canadá,<=50K
39,Privada,Grado universitario,13,Divorciado/a,Otros servicios,Cónyuge,Blanco/a,Hombre,60,Estados Unidos,<=50K
60,Privada,Algo de universidad,10,Casado/a,Administración,Hijo/a,Blanco/a,Hombre,41,Estados Unidos,<=50K
21,Privada,Máster,14,Soltero/a,Otros servicios,Cónyuge,Negro/a,Hombre,39,Estados Unidos,>50K
43,Autónomo inc.,FP Superior,12,Casado/a,Construcción/Reparación,Cónyuge,Blanco/a,Mujer,38,Estados Unidos,<=50K
35,Privada,Algo de universidad,10,Soltero/a,Ventas,Cónyuge,Blanco/a,Hombre,35,Estados Unidos,<=50K
53,Autónomo no inc.,Grado universitario,13,Casado/a,Seguridad,Otro familiar,Negro/a,Hombre,52,Estados Unidos,>50K
43,Privada,Grado universitario,13,Separado/a,Otros servicios,Sin familia,Negro/a,Mujer,44,Estados Unidos,>50K
47,Privada,Secundaria,9,Soltero/a,Operador maquinaria,Sin familia,Negro/a,Hombre,39,Alemania,<=50K
33,Privada,Secundaria,9,Soltero/a,Transporte,Cónyuge,Blanco/a,Hombre,39,Estados Unidos,<=50K
44,Gobierno local,Secundaria,9,Soltero/a,Construcción/Reparación,Sin familia,Blanco/a,Hombre,36,Estados Unidos,<=50K
59,Privada,Bachillerato,13,Casado/a,Administración,Sin familia,Blanco/a,Mujer,36,Estados Unidos,>50K
37,Gobierno local,Secundaria,9,Casado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Mujer,62,Estados Unidos,<=50K
51,Privada,Algo de universidad,10,Casado/a,Operador maquinaria,Cónyuge,Blanco/a,Hombre,31,Estados Unidos,<=50K
52,Privada,Algo de universidad,10,Casado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Mujer,45,Estados Unidos,<=50K
